requested_amount_usd,application_date,request_title,screening_score,debt_to_income_text,region_code,employment_tenure_text,policy_code
1000.0,2008-08-26,education,,-1%,CO,1 year,0.0
7500.0,2008-08-26,"pay off med debt,school tuition",608.0,3.37%,KS,1 year,0.0
7500.0,2008-08-26,Refinance,727.0,43%,CA,2 years,0.0
5000.0,2008-08-26,Help me pay off high interest DQ account,566.0,9.81%,WA,3 years,0.0
5000.0,2008-08-26,Consolidation loan,604.0,20.35%,AL,2 years,0.0
5000.0,2008-08-26,I need Help,458.0,0%,MN,3 years,0.0
5000.0,2008-08-26,Fencing in the dogs,580.0,3.81%,TN,< 1 year,0.0
1600.0,2008-08-26,Seperation and Moving Costs,480.0,16.15%,MO,< 1 year,0.0
5000.0,2008-08-26,To keep my family housed,498.0,32.91%,MI,< 1 year,0.0
7500.0,2008-08-26,Need to pay off crazy interest on credit,605.0,10.02%,AZ,3 years,0.0
3000.0,2008-08-26,Help Me to Consolidate My Unsecured Deb,412.0,7.91%,NJ,5 years,0.0
7500.0,2008-08-26,prospect diner,629.0,58.3%,PA,< 1 year,0.0
7500.0,2008-08-26,need to get straightened out,679.0,32.27%,TX,1 year,0.0
1000.0,2008-08-26,Help with bills,504.0,20.32%,WI,< 1 year,0.0
7500.0,2008-08-26,Consolidation,574.0,30.36%,IN,9 years,0.0
4000.0,2008-08-26,consolidate ,501.0,9.28%,KS,10+ years,0.0
5000.0,2008-08-26,Desperately Seeking help for clear debt,550.0,121.6%,CA,8 years,0.0
1200.0,2008-08-26,Getting back on my feet,,99999%,TX,< 1 year,0.0
2500.0,2008-08-26,Help my Father with his Mortgage,479.0,28.61%,KY,7 years,0.0
6000.0,2008-08-26, ,,99999%,FL,3 years,0.0
1000.0,2008-08-26,Debt Relief,420.0,8.19%,TX,< 1 year,0.0
4500.0,2008-08-26,irs debt,,-1%,AZ,10+ years,0.0
5000.0,2008-08-26,Expanding My Import/Export Business,581.0,4.28%,GA,5 years,0.0
2000.0,2008-08-26,IRS Payment,527.0,0%,FL,< 1 year,0.0
7500.0,2008-08-26,Please Help!!,566.0,15.3%,MI,< 1 year,0.0
7500.0,2008-08-26,debt con,509.0,12.62%,GA,< 1 year,0.0
2000.0,2008-08-26,family vacation,446.0, 33.43% ,FL ,3 years,0.0
3500.0,2008-08-26, ,667.0,7.12%,NY,< 1 year,0.0
6000.0,2008-08-26,Consolidating Debt- Lesson Learned,606.0,13.22%,IL,1 year,0.0
7500.0,2008-08-26,My Second Year at School,701.0,26.1%,NY,10+ years,0.0
5000.0,2008-08-26,Medical Expenses,,-1%,CO,2 years,0.0
7500.0,2008-08-26,Debt Consolidation,689.0,10.43%,GA,4 years,0.0
7500.0,2008-08-26,pay down credit,641.0,7.13%,MI,5 years,0.0
3000.0,2008-08-26,GET OUT OF IMMEDIATE DEBT,480.0,31.93%,AR,10+ years,0.0
5500.0,2008-08-26,I need help getting caught up on blls,460.0,135.84%,OK,< 1 year,0.0
3500.0,2008-08-26,fill the gaps,448.0,105.54%,IA,4 years,0.0
7500.0,2008-08-26,new roof,681.0,34.23%,IL,< 1 year,0.0
5000.0,2008-08-26,debt,538.0,34.63%,MD,10+ years,0.0
2000.0,2008-08-26,education,451.0,0%,VA,1 year,0.0
5000.0,2008-08-26,Loan to Pay Daughter's Tuition,647.0,9.77%,NM,1 year,0.0
1000.0,2008-08-26,moving loan,591.0,14.88%,TX,1 year,0.0
7500.0,2008-08-26,consolidate,511.0,11.69%,IN,10+ years,0.0
7000.0,2008-08-26,Launching New Business,448.0,22.46%,MN,10+ years,0.0
5000.0,2008-08-26,Help!,481.0, 31.48% ,VA ,4 years,0.0
1000.0,2008-08-26,Help,458.0,2.35%,MA,1 year,0.0
5000.0,2008-08-26,Moving Expenses,545.0,0%,FL,< 1 year,0.0
7500.0,2008-08-26,Pay Debt,413.0,35.82%,VA,< 1 year,0.0
7500.0,2008-08-26,to ease up financial expenses per month ,533.0,558.85%,OR,10+ years,0.0
5000.0,2008-08-26,Starting Over,422.0,23.89%,PA,< 1 year,0.0
2000.0,2008-08-26,Debt,642.0,5.45%,GA,< 1 year,0.0
7500.0,2008-08-26,Education costs assistance,,-1%,CA,4 years,0.0
3000.0,2008-08-26,Maternity Leave coverage,618.0,42.23%,IA,1 year,0.0
2500.0,2008-08-26,credit card,736.0,12.41%,IN,< 1 year,0.0
3000.0,2008-08-26,Money For School,525.0, 7.35% ,CA ,< 1 year,0.0
7500.0,2008-08-26,Consolidate Debt,452.0,12.62%,OH,7 years,0.0
2000.0,2008-08-26,consolidating debt,595.0,22.76%,AZ,1 year,0.0
7500.0,2008-08-26,napier's needs,489.0,1.22%,GA,3 years,0.0
7500.0,2008-08-26,Getting back on my feet,620.0,38.31%,CA,< 1 year,0.0
1000.0,2008-08-26,Starting a Business,,-1%,FL,2 years,0.0
2000.0,2008-08-26,Need to pay off the School Clothes Blues,481.0,12.73%,CA,< 1 year,0.0
2500.0,2008-08-26,Paying off credit card,493.0,0%,CA,4 years,0.0
3000.0,2008-08-26,Small Business Loan,533.0,72.04%,TX,2 years,0.0
4000.0,2008-08-26,Pay off credit cards,601.0,25.55%,MO,3 years,0.0
6500.0,2008-08-26,Reduce Interest Rate,671.0,2.4%,MO,2 years,0.0
7500.0,2008-08-26,Need a breath of fresh air,524.0,14.27%,AL,< 1 year,0.0
7500.0,2008-08-26,In Need Of A Breath Of Fresh Air,555.0,14.8%,AL,1 year,0.0
3000.0,2008-08-26,consolidating credit cards,583.0,48.18%,SC,2 years,0.0
3000.0,2008-08-26,CreditCard Reconsolidation (HEELLPP!!),517.0,20.37%,MS,3 years,0.0
7000.0,2008-08-26,Kiran,644.0,30.03%,TX,1 year,0.0
3000.0,2008-08-26,family reunion dream,512.0,18.77%,CA,1 year,0.0
3500.0,2008-08-26,small business,579.0, 0% ,GA,10+ years,0.0
7500.0,2008-08-26,Payoff medical expenses,652.0,297.13%,GA,10+ years,0.0
5000.0,2008-08-26,New Direction...,481.0,0%,LA,2 years,0.0
5000.0,2008-08-26,house,433.0,10.35%,NY,3 years,0.0
7500.0,2008-08-26,Business loan for healthy bread company,698.0,29.62%,FL,< 1 year,0.0
5000.0,2008-08-26,education needed,,-1%,VA,5 years,0.0
7500.0,2008-08-26,Consolidate All Debt and Save Money,615.0,20.18%,WA,< 1 year,0.0
6000.0,2008-08-26,Need to pay off high interest cards ,,-1%,NY,2 years,0.0
3500.0,2008-08-26,Landlord lost 16 properties!,568.0,15.05%,WA,1 year,0.0
4000.0,2008-08-26,Adding a bedroom for my son.,441.0,27.97%,CA,3 years,0.0
7500.0,2008-08-26,Credit Consolidation,567.0,8.46%,NC,1 year,0.0
4000.0,2008-08-26,purchase car ,464.0,0%,NC,< 1 year,0.0
3000.0,2008-08-26,Credit Card Consolidation Loan,557.0,14.44%,MS,2 years,0.0
6500.0,2008-08-26,Student Loan,592.0,180%,AL,< 1 year,0.0
5000.0,2008-08-26,Loan for Medical Expenses & Vacation,,-1%,OH,< 1 year,0.0
7500.0,2008-08-26,"Pay off credit cards,TV and IRS ",485.0,57%,FL,2 years,0.0
2000.0,2008-08-26,Making a better life for my family.,0.0,0%,IN,< 1 year,0.0
3500.0,2008-08-26,paying credit down,593.0,28.15%,NE,< 1 year,0.0
4500.0,2008-08-26,Mers Consolidation,543.0,4.82%,TX,10+ years,0.0
1000.0,2008-08-26,Paying off Bills,,-1%,IN,2 years,0.0
1000.0,2008-08-26,Laptop Computer,506.0, 14.74% ,FL ,3 years,0.0
6000.0,2008-08-26,Working on Bathroom,731.0,4.33%,IL,2 years,0.0
7000.0,2008-08-26,single mother of 3 needs to pay off debt,629.0,10.08%,PA,4 years,0.0
4500.0,2008-08-26,Consolidate debt and get back on t,573.0,21.12%,CA,10+ years,0.0
7000.0,2008-08-26,Slowly Getting There...,523.0,1.16%,GA,2 years,0.0
7500.0,2008-08-26,Expanding Humanitarian Trust Fund ,656.0,24.13%,TX,6 years,0.0
3000.0,2008-08-26,I am needing help!,,-1%,TN,2 years,0.0
7500.0,2008-08-26,Back on track,554.0,29.57%,AZ,2 years,0.0
7500.0,2008-08-26,Back on track,487.0,3.09%,AZ,10+ years,0.0
7500.0,2008-08-26,Starting a business.....,,-1%,CA,3 years,0.0
7500.0,2008-08-26,Dream Home In Safe Neighborhood,588.0,3.38%,TX,< 1 year,0.0
3000.0,2008-08-27,FreshStartPleaseHelp,463.0,1.3%,CA,2 years,0.0
1000.0,2008-08-27,Need Short to Pay Bills Just got New job,647.0,4.02%,IN,< 1 year,0.0
3000.0,2008-08-27,Debt consolidation,539.0,26.11%,MN,6 years,0.0
7500.0,2008-08-27,Student Loan - Cost of living,592.0,12.99%,CO,< 1 year,0.0
7500.0,2008-08-27,Amex w/ high rate,649.0,20.68%,TX,10+ years,0.0
2500.0,2008-08-27,1 months tuition,415.0,14.71%,IA,< 1 year,0.0
2000.0,2008-08-27,Student Assistance,618.0,2.4%,NY,1 year,0.0
3000.0,2008-08-27,The snow is about to be here!,,-1%,NY,5 years,0.0
3000.0,2008-08-27,debt 1,497.0,11.93%,NC,6 years,0.0
1000.0,2008-08-27,consolidatedebt,697.0,35.16%,NY,< 1 year,0.0
1000.0,2008-08-27,Car ,503.0,53.36%,FL,1 year,0.0
5000.0,2008-08-27,debt consolidation,499.0,21.34%,MA,10+ years,0.0
3500.0,2008-08-27,WANT TO GO BACK TO SCHOOL,488.0,352.36%,IN,4 years,0.0
5000.0,2008-08-27,Debt Consolidation,586.0,16.51%,AZ,4 years,0.0
2000.0,2008-08-27,Daughter is a Freshman at College,449.0,14.49%,TX,10+ years,0.0
7500.0,2008-08-27,Need extra money to go to college,492.0,10.75%,IN,< 1 year,0.0
1000.0,2008-08-27,help with bills,505.0,39.06%,IN,4 years,0.0
7500.0,2008-08-27,IPAYBACK MY LOANS,,-1%,GA,1 year,0.0
7500.0,2008-08-27,To LOWER my 2 CARDS monthly PAYMENTS,644.0,26.16%,CA,2 years,0.0
2000.0,2008-08-27,Personal,,-1%,GA,7 years,0.0
3500.0,2008-08-27,Educational Loan,485.0,0.8%,GA,< 1 year,0.0
5000.0,2008-08-27,Finishing area for office in basement,659.0,20.4%,MO,2 years,0.0
2000.0,2008-08-27,sniffy,501.0,12.18%,OH,9 years,0.0
7500.0,2008-08-27,Short term loan needed for single mom,512.0,13.31%,CA,10+ years,0.0
2000.0,2008-08-27,Paying for College tuition please help,628.0,0%,MO,1 year,0.0
1000.0,2008-08-27,HELP!,495.0,7.12%,OK,4 years,0.0
5000.0,2008-08-27,Starting Over,472.0,11.92%,CA,1 year,0.0
7500.0,2008-08-27,Personal Loan,,-1%,AZ,4 years,0.0
7500.0,2008-08-27,Investor in need of liquidity,760.0,0.26%,IL,9 years,0.0
7500.0,2008-08-27,Need Help With Credit Card Debt,490.0,25.85%,KY,1 year,0.0
5000.0,2008-08-27,Citi bank car ,637.0,30.49%,CA,1 year,0.0
7500.0,2008-08-27,Paying off Debt - The Smart Way,706.0,12.17%,NY,9 years,0.0
5000.0,2008-08-27,"Paying off Credit Cards, From School",,-1%,OH,2 years,0.0
5000.0,2008-08-27,Personal,580.0,19.8%,TX,1 year,0.0
2500.0,2008-08-27,medical expenses,535.0,0%,NY,4 years,0.0
3000.0,2008-08-27,Unexpected medical expenses,635.0,2.05%,PA,2 years,0.0
7500.0,2008-08-27,Paying it down,496.0,15.1%,MN,< 1 year,0.0
7500.0,2008-08-27,To open a crystal energy healing shop  ,487.0,11.37%,CA,5 years,0.0
7300.0,2008-08-27,HELP ME GET ON MY FEET,561.0,0%,NY,3 years,0.0
7500.0,2008-08-27,Consolidate cards and loan,620.0,23.41%,MN,10+ years,0.0
3500.0,2008-08-27,Debt needs to be paid so I can move,,-1%,VA,2 years,0.0
5000.0,2008-08-27,Relocation Loan,484.0,10.69%,GA,1 year,0.0
6000.0,2008-08-27, ,0.0,0%,PA,1 year,0.0
2500.0,2008-08-27,I need to pay down some of this debt,521.0,18.7%,OR,4 years,0.0
5000.0,2008-08-27,Major Purchase,626.0,14.13%,SC,3 years,0.0
5000.0,2008-08-27,Debt Removal,505.0,0%,NC,1 year,0.0
3000.0,2008-08-27,Payoff...,695.0,36.77%,NJ,< 1 year,0.0
7500.0,2008-08-27,Pay-off High Interest Credit Card,666.0,47.53%,AZ,10+ years,0.0
1000.0,2008-08-27,College student seeking a new start,463.0,85.6%,FL,1 year,0.0
2000.0,2008-08-27,personal loan,611.0,0.94%,CA,10+ years,0.0
1000.0,2008-08-27,Hoping For The Best,478.0,49.68%,NC,5 years,0.0
1000.0,2008-08-27,short term Student loan ,0.0,0%,CO,< 1 year,0.0
7500.0,2008-08-27,"Wifes b'day, surprise trip to France!",731.0,0.73%,WA,10+ years,0.0
3500.0,2008-08-27,House Painting Project,727.0,16.1%,CO,5 years,0.0
6000.0,2008-08-27,helping a young black man ,514.0,11.75%,DC,< 1 year,0.0
6500.0,2008-08-27,I would like to pay down CC debt,651.0,24.91%,GA,2 years,0.0
7500.0,2008-08-28,For my biz,555.0,15.26%,TX,1 year,0.0
7500.0,2008-08-28,Emory's Financial Freedom,556.0,2.84%,VA,2 years,0.0
1500.0,2008-08-28,Finish Wife's PhD.,486.0, 25.74% ,MI ,7 years,0.0
7000.0,2008-08-28,Consolidation,446.0,10.82%,MI,2 years,0.0
5000.0,2008-08-28,Out of Debt,415.0,14.18%,AL,< 1 year,0.0
5000.0,2008-08-28,I need to start a business,485.0,0.48%,FL,< 1 year,0.0
1500.0,2008-08-28,Moving to a descent place,,-1%,CT,2 years,0.0
1500.0,2008-08-28,Two bills to pay,542.0,21.16%,WI,2 years,0.0
5000.0,2008-08-28,Computer Business,619.0,1.06%,FL,6 years,0.0
7500.0,2008-08-28,Debt Consolidation,711.0,25.09%,NV,6 years,0.0
4000.0,2008-08-28,Education comes first,597.0,26.68%,MA,< 1 year,0.0
3000.0,2008-08-28,"Lost job, but now back on track just nee",465.0,33.71%,WA,1 year,0.0
5000.0,2008-08-28,buying inventory for existing orders,601.0,11.23%,CA,10+ years,0.0
7500.0,2008-08-28,pay off car,,-1%,FL,< 1 year,0.0
5000.0,2008-08-28,need a new start,420.0,14.48%,NC,3 years,0.0
6000.0,2008-08-28, Credit Card Debts w/ High Interest Rate,560.0,29.47%,NV,3 years,0.0
7500.0,2008-08-28,Moved from Canada,731.0,3.72%,FL,< 1 year,0.0
20000.0,2008-08-28,Assoc. of Professional Business Writers,559.0,0%,MD,< 1 year,0.0
5000.0,2008-08-28,Going green in Costa Rica,678.0,21.05%,FL,< 1 year,0.0
2000.0,2008-08-28,Just a car ,,-1%,NY,1 year,0.0
7500.0,2008-08-28,consolidating C Cards,679.0,15.9%,IL,5 years,0.0
2000.0,2008-08-28,First home for small family loan,427.0,0%,FL,1 year,0.0
5000.0,2008-08-28,Consolidate debts,672.0,22%,WA,2 years,0.0
15000.0,2008-08-28,Payoff WAMU visa and Juniper Visa,661.0,50.64%,MO,1 year,0.0
7500.0,2008-08-28,payoff high interest rates,637.0,50.64%,CA,5 years,0.0
7500.0,2008-08-28,Debt consolidation,676.0,18.77%,KS,< 1 year,0.0
7500.0,2008-08-28,Business working capital,649.0,42.18%,TX,7 years,0.0
3000.0,2008-08-28,Small Artistic Business Loan,642.0,14.9%,CA,1 year,0.0
3000.0,2008-08-28,Medical bills,546.0,1.65%,WI,1 year,0.0
2000.0,2008-08-28,I need another car,626.0,9.84%,CA,1 year,0.0
7500.0,2008-08-29,Debt Consolidation,659.0,26.25%,OH,< 1 year,0.0
3000.0,2008-08-29,Personal Loan,435.0,19.3%,TX,4 years,0.0
5000.0,2008-08-29,personal,521.0,18.12%,TX,< 1 year,0.0
7500.0,2008-08-29,save mt home,496.0,0%,IN,1 year,0.0
1500.0,2008-08-29,Starting a new job and moving.,, -1% ,DE,10+ years,0.0
7500.0,2008-08-29,for second business,733.0,1.2%,CA,< 1 year,0.0
2500.0,2008-08-29,Book Publishing,581.0,4.5%,NY,3 years,0.0
7500.0,2008-08-29,School loan,568.0,4.49%,CA,< 1 year,0.0
7500.0,2008-08-29,Small Business Line of Credit,661.0,19.14%,FL,4 years,0.0
2500.0,2008-08-29,SAVE ME FROM HIGH INTEREST HELL!,541.0,7.8%,TN,8 years,0.0
2800.0,2008-08-29,Eliminate DEBT,602.0,25.64%,AZ,10+ years,0.0
2000.0,2008-08-29,The Big Day!!,544.0,21.77%,TN,1 year,0.0
6000.0,2008-08-29,Clean Debt So Kids Enjoy X-Mas,530.0,1.44%,NY,7 years,0.0
10000.0,2008-08-29,Consolidating debt,,-1%,AZ,3 years,0.0
15000.0,2008-08-29,In Need of a Loan,621.0,24.12%,NY,4 years,0.0
4000.0,2008-08-29,get out of debt,471.0,0%,OH,< 1 year,0.0
7500.0,2008-08-29,credit consolidation,654.0,21.05%,TX,1 year,0.0
2000.0,2008-08-29,Catching up on medical bills & utilities,442.0,23.88%,AL,5 years,0.0
5500.0,2008-08-29,owner of The Munbury Group LLC.,,-1%,NC,1 year,0.0
7500.0,2008-08-29,Need to sell house that I upside down in,672.0,14.69%,OH,8 years,0.0
1300.0,2008-08-29,Home moving expense,586.0,0.46%,NY,1 year,0.0
5000.0,2008-08-29,Looking to build my credit!,630.0,25.32%,WI,< 1 year,0.0
5000.0,2008-08-29,Debt consolidation,,-1%,NY,< 1 year,0.0
6000.0,2008-08-29,Buying A Good Show horse!,692.0,12%,PA,< 1 year,0.0
6000.0,2008-08-29,Buying A new show horse!,692.0,1%,PA,< 1 year,0.0
7500.0,2008-08-29,Graduate school,696.0,7.08%,MI,4 years,0.0
1000.0,2008-08-29,Need a New Computer for School,518.0,53.66%,TX,3 years,0.0
7500.0,2008-08-29,Help Need A Second Chance,529.0,18.64%,FL,1 year,0.0
7500.0,2008-08-30,need loan for computer training,447.0, 0% ,MI,3 years,0.0
6000.0,2008-08-30,get back on track,516.0,20.61%,NJ,5 years,0.0
5500.0,2008-08-30,bills,417.0,145.89%,ME,< 1 year,0.0
7500.0,2008-08-30,Getting out of credit card hell,483.0,24.3%,OH,6 years,0.0
5000.0,2008-08-30,pay debt,612.0,16.62%,FL,1 year,0.0
1500.0,2008-08-30,Various,509.0,6%,ME,3 years,0.0
2500.0,2008-08-30,Paying off debt,470.0,12.66%,ME,7 years,0.0
1000.0,2008-08-30,Dulces y confetis,,-1%,NY,7 years,0.0
5000.0,2008-08-30,back to school,518.0,0%,NE,< 1 year,0.0
1500.0,2008-08-30,consolidation,570.0,122.4%,FL,< 1 year,0.0
5000.0,2008-08-30,Need to Consoidate credit cards,618.0,17.1%,OH,4 years,0.0
7500.0,2008-08-30,Post-Divorce Loan,595.0,10.16%,OR,< 1 year,0.0
5000.0,2008-08-30,Consolidate Debt/Start-up Online busines,642.0,60.08%,IN,4 years,0.0
7000.0,2008-08-30,Help me purchase a used car!!,,-1%,NJ,1 year,0.0
7500.0,2008-08-30,Consolidate debt,668.0,36%,NC,4 years,0.0
2000.0,2008-08-30,Getting Out Of The Cycle,505.0,12.24%,OH,10+ years,0.0
6000.0,2008-08-30,Business Startup Expenses,512.0,0.68%,MD,1 year,0.0
5000.0,2008-08-30,test,,-1%,CA,1 year,0.0
1600.0,2008-08-30,Refinancing,708.0,8.75%,MI,< 1 year,0.0
7000.0,2008-08-30,Consolidation Loan,692.0,18.87%,FL,1 year,0.0
6500.0,2008-08-30,Trying To Stop The Burden,571.0,4.71%,MO,6 years,0.0
6000.0,2008-08-30,Trying To Stop The Burden,576.0,20.83%,MO,2 years,0.0
7500.0,2008-08-30, ,,99999%,AL,2 years,0.0
3000.0,2008-08-30,Expand Kennel Stock,681.0,49.37%,OR,3 years,0.0
5000.0,2008-08-30,Apartment ,481.0,0%,VA,< 1 year,0.0
5000.0,2008-08-30,Lower interest rate,687.0,2.19%,KS,< 1 year,0.0
7500.0,2008-08-30,New Ecofutures Divisions,724.0,20.78%,CO,10+ years,0.0
1500.0,2008-08-31,PhD program ,448.0,31.38%,VA,10+ years,0.0
7000.0,2008-08-31,Keeping up but would like to get ahead!!,660.0,18.46%,MO,5 years,0.0
5400.0,2008-08-31,Paying Off My Debts,651.0,11.35%,IL,10+ years,0.0
3500.0,2008-08-31,Consolidate,743.0,0%,TX,1 year,0.0
7500.0,2008-08-31,Pay off remaining debt,686.0,3.83%,GA,3 years,0.0
2500.0,2008-08-31,Need $2500 for down payment on ring,603.0, 10.66% ,MI,3 years,0.0
1200.0,2008-08-31,High interest credit card ,606.0,13.67%,NC,8 years,0.0
1000.0,2008-08-31,Personal Loan,0.0,0%,OH,< 1 year,0.0
3000.0,2008-08-31,Family First,524.0,5.54%,OR,< 1 year,0.0
7500.0,2008-08-31,credit,584.0,10.26%,PA,8 years,0.0
5000.0,2008-08-31,Getting back on our feet,,-1%,NJ,4 years,0.0
6000.0,2008-08-31,personal,569.0,46.37%,NY,4 years,0.0
1500.0,2008-08-31,Helping parents out with medical bills,613.0,11.73%,NV,10+ years,0.0
2000.0,2008-08-31,Need Help Moving Into My Home,640.0,46.57%,CA,< 1 year,0.0
2000.0,2008-08-31,HELP ME GET OUT OF DEBT,578.0,3.5%,CA,< 1 year,0.0
5000.0,2008-08-31,Pay high interest credit card and school,583.0,12%,FL,3 years,0.0
7500.0,2008-08-31,Better Rate,650.0,31.74%,MO,10+ years,0.0
15000.0,2008-08-31,Paying off my last debt,598.0,5.87%,MO,8 years,0.0
6000.0,2008-08-31,Motorcycle Loan,745.0,3.26%,CA,1 year,0.0
3000.0,2008-08-31,Please Help -- Need to Move SOON,468.0,17.49%,CA,6 years,0.0
7500.0,2008-08-31,Financial Aid just ISN'T enough!!!,639.0,2.61%,MI,2 years,0.0
1000.0,2008-08-31,need loan 1000,,-1%,OH,2 years,0.0
8500.0,2008-08-31, ,721.0,37.03%,MN,2 years,0.0
7500.0,2008-08-31,Better rate,516.0,48%,MI,10+ years,0.0
1100.0,2008-09-01,"Need riding lawnmower, in a pinch!",593.0,3.89%,KY,3 years,0.0
6000.0,2008-09-01, ,760.0,0%,TN,< 1 year,0.0
3000.0,2008-09-01,Getting through husbands layoff,569.0,0.56%,FL,< 1 year,0.0
1000.0,2008-09-01,need a new place to live,,-1%,GA,2 years,0.0
1000.0,2008-09-01,Car Maintenance,617.0,25.36%,CA,1 year,0.0
5575.0,2008-09-01,Credit Card Debt Reduction,697.0,63.81%,VA,4 years,0.0
5000.0,2008-09-01,Please help my family!,587.0,5.83%,OH,2 years,0.0
6500.0,2008-09-01,Debt Consolidation,624.0,31.77%,OR,6 years,0.0
2400.0,2008-09-01,debt repayment,793.0,1%,TX,8 years,0.0
7500.0,2008-09-01,Credit Card Consolidation,679.0,23.6%,IL,5 years,0.0
7500.0,2008-09-01,Paying Off high interest credit cards,634.0,45.12%,NY,3 years,0.0
14500.0,2008-09-01,Refinancing my vehicle,571.0,12.99%,OH,6 years,0.0
5000.0,2008-09-01,"Need a ""jump start"" to get back on track",555.0,0.75%,OH,< 1 year,0.0
7500.0,2008-09-01,I ned to secuer my backyard for my son,638.0,5.98%,NY,3 years,0.0
6000.0,2008-09-01,To cover time off for medical procedure,725.0,8.82%,VA,1 year,0.0
5000.0,2008-09-01,Honeymoon vacation,533.0,0.45%,OR,10+ years,0.0
7500.0,2008-09-01,*Buying The 1st Car Of My Dream's*,0.0,0%,MO,1 year,0.0
5000.0,2008-09-01,Consolidate Debt,574.0,0%,TX,4 years,0.0
1000.0,2008-09-01,Bill payment,559.0,0.69%,TX,< 1 year,0.0
5000.0,2008-09-01,Starting a Home Business,504.0,22.25%,MT,1 year,0.0
1000.0,2008-09-01,Helping my mother pay medical expenses,571.0,15.54%,FL,2 years,0.0
1000.0,2008-09-01,"Need $1,000 more for $10,000 down pyment",470.0,5.37%,FL,< 1 year,0.0
1000.0,2008-09-01,MOM NEEDS HELP PAYING FOR SONS MEDICINE,539.0,0%,KY,< 1 year,0.0
2000.0,2008-09-01,Pay for some medical expenses,622.0,39.59%,IL,3 years,0.0
5000.0,2008-09-01,Used Car Loan,0.0,0%,WA,1 year,0.0
1000.0,2008-09-01,"$1,000 more needed for $10,000 deposit",502.0,2.38%,FL,3 years,0.0
5000.0,2008-09-01, ,759.0,41.64%,AL,< 1 year,0.0
2000.0,2008-09-01,auto loan,565.0,0.85%,CA,1 year,0.0
9000.0,2008-09-01, ,,99999%,CA,9 years,0.0
5000.0,2008-09-02, ,,99999%,NE,4 years,0.0
4000.0,2008-09-02,4K Student Loan,668.0,31.21%,TN,< 1 year,0.0
1500.0,2008-09-02,personal,573.0,12.37%,MS,< 1 year,0.0
7500.0,2008-09-02,Picking up the pieces slowly,,-1%,FL,3 years,0.0
7500.0,2008-09-02,Done With Credit Cards,669.0,30.04%,OK,2 years,0.0
3000.0,2008-09-02,TRANSMISSION RE-BUILD,563.0,7.25%,NM,4 years,0.0
4000.0,2008-09-02,Car Loan,682.0,1.9%,PA,< 1 year,0.0
5000.0,2008-09-02,I am finally going back to school!,551.0,1.4%,CA,< 1 year,0.0
3000.0,2008-09-02, ,782.0,37.84%,FL,< 1 year,0.0
7500.0,2008-09-02,Help Me Please,505.0,23.22%,IL,2 years,0.0
7500.0,2008-09-02,Debt Consolidation,686.0,36.08%,NE,10+ years,0.0
1000.0,2008-09-02,college,447.0,0%,MS,4 years,0.0
7500.0,2008-09-02,Credit card + expenses,556.0,6.69%,NH,4 years,0.0
7500.0,2008-09-02,Need to pay bills,490.0,0%,NY,< 1 year,0.0
7500.0,2008-09-02,Get debt free,513.0,21.56%,CA,1 year,0.0
2800.0,2008-09-02, ,0.0,0%,OH,< 1 year,0.0
7500.0,2008-09-02,Looking to consolidate some of my debt,598.0,24.02%,VA,8 years,0.0
1000.0,2008-09-02,RENT HELP PLSSSS,502.0,0%,AZ,1 year,0.0
5000.0,2008-09-02,Personal Loan,628.0,1%,NY,1 year,0.0
2500.0,2008-09-02,Pay Bills,587.0,9.1%,CA,6 years,0.0
20000.0,2008-09-02,Consolidating some debt and a vacation,672.0,41.28%,MO,2 years,0.0
7500.0,2008-09-02,15% rate of return on secured business,745.0,0%,CA,< 1 year,0.0
8000.0,2008-09-02, ,724.0,33.44%,CA,< 1 year,0.0
5000.0,2008-09-02,Undergraduate Student Loan,672.0,9.67%,WA,1 year,0.0
7500.0,2008-09-02,consol,681.0,51.64%,IL,1 year,0.0
5000.0,2008-09-02,Non-Profit Environmental Launch,659.0,22.71%,FL,1 year,0.0
7500.0,2008-09-02,Foreclosure prevention ,499.0,5.6%,PA,1 year,0.0
7500.0,2008-09-02,IMPORT 10 EEC SCOOTER FROM CHINA,749.0,3.96%,CA,2 years,0.0
6400.0,2008-09-02,Consolidating debt payoff,550.0,33.03%,OR,3 years,0.0
7500.0,2008-09-02,Business Fundind and Debt consolidation,469.0,3.27%,GA,7 years,0.0
2500.0,2008-09-02,Engagement Ring Purchase,743.0,10.77%,TX,< 1 year,0.0
5000.0,2008-09-02,Rehabbing Investment Property,644.0, 6.61% ,MI ,< 1 year,0.0
7500.0,2008-09-03,lower payments,,-1%,NJ,< 1 year,0.0
3600.0,2008-09-03,To consolidate debt and Medical Expense.,706.0,31.8%,SC,5 years,0.0
15000.0,2008-09-03,"Need to move, pay off/consolidate deby",620.0,14.51%,NJ,4 years,0.0
2000.0,2008-09-03,Pay and consolidate debt.,568.0,17.38%,SD,6 years,0.0
7000.0,2008-09-03,Help pay adoption fees for daughter ,623.0,2.17%,IL,4 years,0.0
4000.0,2008-09-03, ,785.0,0%,PA,1 year,0.0
4500.0,2008-09-03,debt payoff,481.0,3.62%,TX,9 years,0.0
2500.0,2008-09-03,Business Startup,470.0,11.97%,SC,3 years,0.0
5000.0,2008-09-03,Loan to Pay High Interest Credit Card,626.0,31.76%,NY,3 years,0.0
